id,label,group,year
91bd24f1-6b46-443b-807e-8f802fd9ce82,669746,3,2023
3d92533c-b4fa-4d29-a9ae-b5d9f5c43b65,628056,N/A,
2ee9fff0-811c-4592-a048-512e03e8171c,626888,N/A,
a88e0cef-5001-4615-91e3-77cdfc7d0690,639161,L,2016
cb62b99f-1b36-4405-ab7e-f76ce80455ea,621863,N/A,
0c6bcfd0-fe42-4b34-a1ba-cc9072920cc5,657807,3,2020
ae703b56-c818-4b33-9f3f-1a0848cf1cc5,638211,2,2016
731c476b-56ac-4e3f-b79e-f151501bde97,665804,L,2022
bd83de01-f332-4128-82f0-a55bbe70a793,612077,N/A,
8bf08c06-e42d-48dd-8bd3-f2f9d99349ac,665174,2,2022
f4f29bf8-1b90-4930-8c62-c8c37897c71e,634195,L,2015
73698848-efd2-4ae2-bade-9315ac43f536,664811,3,2022
354d598d-76ea-4b28-88cb-51dafba43c3d,668423,L,2023
e4b99d14-9354-46ac-a0eb-fcd4031b14fa,668838,5,2023
b549cdec-b447-4a2d-9d2f-87394ecbdb42,654614,62,2019
303de152-26bb-4a11-9ab3-1b09e5ceed76,631260,N/A,
a732ac9b-2904-4eb5-a5c0-3372121120df,474520,2,2014
ac18fcda-eb86-4014-a640-5ddab28c91da,639486,1,2016
113c3a7f-045d-4f61-9787-fd4de1c2b529,641863,61,2016
459464b6-30e7-405f-a0c1-e2927148dc8f,665763,U,2022
0da2725c-cea6-494d-b3b6-49d09c8009ca,647925,3,2018
096b8ae8-a009-47f7-96e1-037ea28a7575,660788,2,2021
fbadae12-bdb8-44fc-a15d-d973a6058437,652566,L,2019
85c21634-9ca5-4d48-bed0-ef8b093eca43,661824,1,2021
085797b6-686a-43be-b557-e6ced2a4ad94,652550,1,2019
31f1576f-03d6-4f4d-88fe-5e385ca811da,641324,61,2016
dc07782b-e8a0-4b2c-86b6-85d6750c5dac,629830,U,2014
84ba8df8-a78a-494d-a07f-021630e3f1bf,622118,L,2012
37f27a52-e5fb-48bf-bfd3-2c1b994e5eae,644834,1,2017
91d08ba6-3bda-4e06-828a-7ac77962503b,670528,3,2024
470d43c2-c4cc-4183-aa14-825735fecef9,653249,2,2019
eff600bb-1fb9-4a49-b65e-ddc5a45bd970,664462,63,2022
0060abb6-b9f3-46df-8bd1-1a8d997eb4a7,657060,1,2020
ae9b22fe-8a48-4139-bb96-16f9db0187f9,672779,1,2024
e52cbc65-b877-40eb-b918-980d44c32e73,639584,L,2016
e61dc6a2-a393-4121-97c0-1dfca7eb4baf,663264,1,2021
8be63f36-75c7-4117-8feb-e10cf82e0831,647073,2,2018
5250beed-c019-4cfc-a5e2-61ac17b3a052,657609,1,2020
a0636867-908f-4dcb-a1fd-216652c212ec,656208,2,2019
f204e64a-e9a2-461c-b5ba-ad34c9a6f266,655411,5,2019
05f9b680-748e-49c8-8acc-d298df265b0d,669455,3,2023
18ac968b-28f5-480b-90c5-16123b36b52c,631980,N/A,
48903218-75e2-4f70-b419-b9d5e2b6d2b8,659456,U,2020
69999f44-93ea-4bd7-90ca-98a8c2bf3f35,660230,U,2021
8b115e70-acc1-4845-b708-02e987f87f81,639919,2,2016
df17660e-7f86-4ae8-8581-5df0d8113095,661952,62,2021
fc6d12fb-527e-4aaf-ae5f-17d9b1b9ef6b,644795-01,N/A,2017
fb496016-1bbe-43ab-becd-fde107071b31,607092,N/A,
2d05801f-d5f8-4707-83fd-73620cf2f337,623906,N/A,
fb7d3054-f4f1-4b99-bb83-be5d8b4178d0,672920,3,2024
a953af08-1042-4793-9035-13a64515dc97,649366,5,2018
4f7f18fc-8a3d-4289-8e79-a5e3090bda9d,661635,3,2021
2095701a-2e7c-423f-8a88-4dba0e2a002c,604554,U,2008
ffc41a19-a365-48f1-be1c-6e73147c8497,631153,1,2014
0b7efe10-5202-4a5c-9de6-e3219ed5f0de,642838,63,2017
8b3b2443-f35c-4249-b63b-c6e171863ac8,663585-01,N/A,2022
34106b10-cdba-41ad-95de-a2a55fc621d5,638993,L,2016
c9a49f3a-e05a-4c4e-9d23-d0d9d07ba270,664221,U,2022
bcf32982-6f3b-4908-90dc-9a070f90fbe3,671959,3,2024
97908041-09f0-43a7-886c-21f80b536194,656697,L,2020
d705fa5d-3df4-423d-a5e8-154aee1abd80,642236,L,2016
d418a6f6-9e0e-47a7-bca9-018194d46450,621140,N/A,
7be0b41b-c323-4ede-80a9-0fd33305e337,654111,61,2020
26ea7fb5-3aa1-4066-92bb-6844776199cd,645850,2,2017
3739af5a-c82e-4b5f-90ce-b3b4acfdeb7b,646355,L,2017
945ab738-94ee-46d7-b7a9-8bbde33e0913,28985/2019,3,2019
3edcbb6d-0b94-44d1-a6b5-fa3056a967a3,6430060,1,2017
57ff4ee6-69a3-4c6c-b838-4913a6ff5fd9,653429,L,2019
84f78a16-2b27-40ca-b315-d6bdc04d0931,672435-01,N/A,2024
ed2d6cd9-7de9-469f-a8f0-1c4aaf665c3a,278680,N/A,
810427f9-ee69-43c5-a952-f9033747598c,657476,1,2020
b00a2496-bcbe-4c5f-8ed9-d431f0a8d06d,641770,L,2016
67389af5-5724-4da2-a353-02ac21c9d664,641085,L,2016
648beffb-7629-4400-813e-e2e2f84e9bd0,669572,3,2023
dce60554-c414-407d-bedd-b1f1da094a41,650352,62,2018
92b4197e-44d4-4b06-95b9-c738c968d1de,663676,5,2022
8606fa69-f911-4cc8-ab30-1fa3dbe0ea13,666977,L,2023
f9175f5b-581f-4ca1-b18e-257733c95ea2,245727,N/A,
a0ec3aa9-0362-49d4-8734-e84c7fb8c6c0,a0ec3aa9-0362-49d4-8734-e84c7fb8c6c0,N/A,
e0cd0ac0-377c-4326-bb57-52fc1b2e6cc5,631879,N/A,
0f46ad8f-f4b3-4768-964a-6c25bf8dcde6,536422,N/A,2000
1b447bf9-2895-4a24-bb21-2b0357999c2a,658139,3,2020
05ebaa32-39d1-44ff-8271-89ce44fcdbeb,655005,L,2019
8b5e60f1-4c45-40b6-849a-ca8b6ea419c3,642507,L,2017
aeb13d33-c349-4348-91b1-9947091ef001,658338,U,2020
34486e8e-60b4-4276-818d-a8ac381ffc55,658518,63,2020
af5fa1be-9977-4b6d-8b06-f425be141335,652574,2,2019
d61a4e83-fac3-432f-a7ae-ab5460553ae5,656726,L,2016
7f809cea-3b0e-459b-b7f4-fb0f554b11c7,255618,N/A,
28c0b172-de2a-49ae-b7ad-566dcbf21b6d,665200,63,2022
f623beb2-dfc7-48e9-a90e-55b028f5345e,655688,2,2019
bbd8d98c-383c-43ae-99db-002965ce57ed,660341,L,2021
9fc585d8-08a1-4153-a4ce-d511dfbf4f81,634542,N/A,2015
ed31870e-640a-4916-b7e5-0f31979ec168,653988,U,2019
2fec59e9-5132-49c4-96c1-466a88e69c6a,667141,3,2023
3c374d38-ad93-48ed-b64c-3ca8d3442307,669626,3,2023
2b224ef3-ee81-48f1-a4ca-fd752d798ede,622542,N/A,
0e79689d-5b48-43e0-bd2c-5955a4e91409,0e79689d-5b48-43e0-bd2c-5955a4e91409,N/A,
3fcc8010-b7e6-4924-a035-1214b7b27226,261448,6,2014
2750cf54-202d-4dd2-93d2-a815650c7d03,268316,N/A,
f0f6c944-0c18-42f9-b3f8-17e3147d051a,662113,L,2021
fb9cd89f-98d7-49cb-92c0-7d244b71485c,673487,2,2024
c4ca9e73-9860-4464-a10b-766be52a29fd,632945,N/A,
f897a1f9-389b-431d-b85c-94c604ada26d,653832,L,2019
dd047698-528c-458c-87ef-e032f21ad4ce,656154,61,2019
4e0710d3-6c9d-44a2-9eee-3d5bdb695d84,646242-01,N/A,2017
fff2e23e-9ac0-4f27-8db1-87da07812842,640205,3,2016
cf4c3aae-f1ef-4d1f-9ef7-4d65ab260cd6,661332,L,2021
2531af64-653e-4f7b-901b-6f86c3e00300,2531af64-653e-4f7b-901b-6f86c3e00300,N/A,
79475db5-c585-4afb-8cdd-4eda1ce02ce4,652853-01,N/A,2019
df3562f9-6b14-4486-9dc6-8929e43662ef,df3562f9-6b14-4486-9dc6-8929e43662ef,N/A,
dcac9920-65e2-42b2-8383-d680c556d3b5,650314,2,2018
92b4238a-3208-409a-be63-6bb1dbd438f3,650315,2,2018
47494133-79d4-41b4-b265-1de4e0b8bc23,648732,L,2018
84dc61c0-d204-462c-ad2f-e83f8be25cce,664622,2,2022
f844d6ae-e1d5-4b54-9b58-d7e953303ce8,666799,2,2023
78bcda3c-09a9-43c8-b74a-f5a8ed78b89c,655488,1,2019
7532caaf-8fb1-48f8-aa72-1ede3b293e44,272214,N/A,
d880f184-7cef-42db-be13-6c6fd8e7a650,634644,3,2015
4abe0ccf-063b-4dad-8e9e-50490307c126,663555,1,2022
0a5ba643-6cd4-4f34-8071-a5142ec864e1,639511,2,2016
14e6e839-092a-460d-ad4a-550d035aefeb,644556,U,2017
ecc52e35-9dc2-41e8-b1cb-1f790f7ff188,670462,3,2024
b607da6a-01cf-4ee6-b356-619a6f5db187,664161,2,2022
ed2247bf-b4e5-4fd3-8288-6241dc57076c,656727,3,2020
e2e3c2aa-b865-49bd-8935-07b7efb17c23,e2e3c2aa-b865-49bd-8935-07b7efb17c23,N/A,
7b174454-a2fb-4192-a95c-651d1e1a0368,254897,N/A,
c566cb63-027e-4bdf-943d-8c3fe46ce649,630183,N/A,
7ab9af9b-7152-45ec-9bca-00d2e883dd88,596957,2,2007
b53eb1fe-d992-43d7-aa96-020e724b967f,644255-01,N/A,2017
6721a102-bad0-4118-a82d-1ad226b79594,660278,1,2021
ac490a02-df27-4ad7-b724-de38370cf3ed,635222,1,2015
9298d8a8-a60d-466c-b5d0-c2f742b7c843,640544,5,2016
8c0dff23-e582-4a45-9cbf-eb2a68339236,653787,U,2019
ef4f6372-905b-437a-b18c-8d578c93d48f,16412/2007,U,2007
e165f93d-70d6-41f5-b691-1ff6f0e21a0e,649208,65,2018
52c15f60-761b-48ce-bb49-d6dddd3a7328,661077,3,2021
8f1d3dd9-84f1-4a2e-987d-06c1160d20a5,637225,61,2015
d8b8eecd-90f6-4c91-98d1-6239554bd3c5,643648,61,2017
7c10888b-7c65-42e5-8542-064b8412659a,6540960,3,2019
c13ec20b-2ae5-47f2-92a5-026ad53ef79f,635536,2,2018
e3638e9b-54b2-469d-a714-625fdc4c7a47,664026,1,2022
3e3f4e9a-1b59-47b0-9d0b-dd906c26f1d5,649732,3,2018
6e60f356-2602-4a4f-abdd-a5affa21e4cd,653306,2,2019
5d079c15-28c3-48ab-bae7-4c7c1e4f4d31,652771,2,2019
ddbbdc93-e480-41df-a17c-7789d5f384c4,649740,3,2018
6609cdbc-5038-480c-9dca-837de628cb72,652593,1,2019
4a26fcf3-8e7c-40d1-bda5-82ba713b90ea,652435,2,2019
768e2553-5ad6-44b1-ab42-5765768c21ad,672633,3,2024
55252fd2-d74e-4837-8113-130220192df9,638452,2,2016
39c1990b-fa62-49cc-8c00-a366fa693a64,637539,3,2015
53e261f0-4800-4db3-b6aa-ddd7dc242105,630913,N/A,
5dd7b551-36e2-426e-943d-84a93bd63ab5,645791,1,2017
2f02d14b-f247-42c9-b038-f5436197fc1a,645281-01,N/A,2017
b5cda1d4-47d3-44bb-89bf-768196f12d4a,655396,L,2019
bad2dedc-d4f5-4f7b-89cd-f91f9933a9ae,672121,L,2024
1df2aeef-52fb-45b6-af1c-a3d7b00fa3e0,646099,1,2017
a13f19ae-43d9-493f-bc6d-8ceabf8fd019,670024,L,2024
8e270b7f-8cb1-43b8-8eea-dfe43be67706,648461,3,2018
82f016cb-14e8-4fb0-b81f-d5df49b8be32,647407,L,2018
ee4eefc3-30f7-46c0-b55c-f71c1d3f6194,635623,3,2015
86b26d2d-65c2-4d53-a6bd-41fff38feb13,629096,N/A,
96cd28bf-d649-4a17-9583-e6dd2731d6bd,635506,3,2015
725b0d6a-c811-4830-b6d4-dec0e73827f0,665930,3,2022
8aee2e8b-b384-4aac-89f5-d2e92f94b725,256655,N/A,2013
099a2001-cd38-451c-af1b-cf2e944c70a6,657462,5,2020
6c15f133-9be1-4d9a-bf0d-7acdf4d6d1e9,634358,65,2015
7481d7d9-f603-4870-b9a2-1a1eee9f920b,662332,62,2021
e80691ac-f020-49d1-87a0-870cb21ab961,652404-01,N/A,2006
287b221b-c804-4d00-ac02-24575a4cb5ac,259950,N/A,2014
2406055e-6120-44ed-bb83-28fcae321567,657090,2,2020
4ac8320f-6882-4b0d-85b3-e358c90e999c,657963,U,2020
799cafdc-0eef-4e48-a527-dabeb9793773,623297,N/A,
e1288717-f7b2-4858-8d23-c1af06940fba,666602,L,2023
2cde27da-5303-4bf5-8cf1-38c4ed10e339,673067,L,2024
fbcd3a53-c8a2-4ffe-b416-0c3834a8a2d9,656871,1,2019
27dfc51b-9766-4f83-8e5c-e8d57334c630,595428-01,N/A,2007
ca942930-efdb-4098-bf22-172cf017bf9b,651232,62,2018
ae74e2b2-a644-4215-a91b-18cba319410b,647010,U,2018
e5585875-d390-4148-a61b-fe05d108d762,645625,5,2017
a45d928e-e020-42c1-8836-f2373deccde7,281054,N/A,
51c18a68-795d-4e2a-b7dd-ecbae425c669,634077,L,2015
eacaa5ab-27e7-44fe-8bc3-1469968477ea,629817,N/A,
833658e2-002d-449b-9a7c-2b2540921648,653154,2,2019
24f73c00-2917-4994-89a0-07314d3ce652,666224-01,L,2022
a822395d-a351-45b0-b418-51aafc104705,665357,L,2022
3b72b025-f9a1-4650-873c-e584fb9e853c,666348,62,2022
744436d2-92de-4a25-ac2a-ec70b4183543,628158,N/A,
23007453-8f8a-44fa-a6ee-51259d0eb2f1,641097,62,2016
e4a83c39-7dfa-4b29-931f-5b322d22b99c,655411,5,2019
11bf4c5c-8459-4fc3-933e-e7c6bb516984,610654,N/A,
3a88f459-25f6-4515-915d-afcdd23d4ba9,648543,1,2018
074b52cb-a690-4bc0-9d78-90c757cfa1ef,21708/2016,L,2016
42a97727-a155-4538-b518-f6a67c9e0332,625024,N/A,
99d216dc-99ff-4970-87fc-f2d0a3d68537,643761,L,2017
eab7e149-0176-4f6a-9cd4-a142b78448be,664869,U,2021
7dc09ee7-e21d-4509-9400-fb66435803a7,215623,4,2000
f9836790-53c9-4867-8659-f8b24693263a,663622,1,2022
9c885c3c-9142-4df2-8a29-9a262a9f4d34,646347,L,2017
69d7f51c-baa7-4e9f-ab3b-d2f8c3694375,625847,N/A,
e922f964-985b-43e2-9b28-91d79b532266,543583,L,2001
287350a2-9c06-4ada-bd25-1e8df8ce4170,651384,2,2018
6485b696-1c80-41dc-a2fb-6f439c335a4d,281485,3,
77660e13-375d-4e0e-a567-4c7f09e07c16,658827,L,2020
dd2ba8f3-f19c-45c1-b10d-c6bf0f2c73a6,661281,1,2021
b336a875-1bbf-434c-b174-6cb9d94a0c69,668926,2,2023
30aed796-fd0e-4584-8981-88c762a2b065,653296,2,2019
c9af3208-6a98-43dc-ac18-e7563865cdcb,6570820,1,2020
e8e8e639-8398-4dae-8255-6d2accb3a4df,630742,N/A,
7d658c1f-ffec-4959-a690-de65f2b49c81,655882,L,2019
37fd54fa-598c-4282-b76f-f908b2e5dca2,658132,1,2020
3d85069b-1c76-49f4-a2a3-8b4c65fa1be4,659763,3,2020
6c376a49-9b0a-42ef-8edf-9f07f46039d5,649337,63,2018
a03c90f0-9dc9-4297-8046-0539aaf189cb,627418,N/A,
dd8272d5-67f4-4689-9c32-0a11bdd17099,254933,N/A,2010
3c9ba6fd-0b57-4283-9df5-f119dc848f53,605489,U,2008
ae6a6237-c6b7-4812-8f01-57b16f76da91,667498,1,2023
3c026d07-98dd-4cf9-92d9-071b6f5eaa03,655112,U,2019
c8753031-631c-4a86-ae40-3019032757ee,376014,1,1975
45d1311e-67da-4e7e-9e17-73b5ad113f1c,635782,63,2015
6475c640-8981-4f12-b88c-efa438aba074,282908,N/A,2021
1f21f778-9dcb-4cbf-aebe-92be551ffe45,672664,3,2024
e51056ba-27e9-433b-87e4-154fec9d33e7,631429,N/A,
4c4e9484-89ed-4f98-8b38-83f6d4463f34,671972,2,2024
bb862f17-8802-4ab9-a02f-9e76bd56b85d,642695,3,2017
3a4ac428-d72d-42e1-aff0-bc5bcf3dd562,606617,N/A,
234d175b-092f-4ff1-b519-e546239a46f4,668758,3,2023
e5233f7c-76ce-4ff8-a850-f9ad5c9efd66,244200,N/A,
5b011fd0-2554-4020-9ddc-83967bd4a349,5b011fd0-2554-4020-9ddc-83967bd4a349,N/A,
12e38b7a-7403-4762-9b04-b30d8cc11ecc,646454,3,2017
338622c4-0e94-433d-bda9-689363e17366,630013,N/A,
756c70fd-be57-453c-ae05-1815a61d6dd1,655105,3,2019
d25db1cc-c39e-4f29-85fe-4909d33c2869,657117,2,2020
327395c7-1ee5-49b9-b241-06793bf6d1a2,632162,N/A,
7be0f6c4-851b-4f0f-88ae-6594af0201f9,647288,61,2017
385bfdba-deec-4e16-b742-fbe8a173de98,610517,N/A,2009
291b4b6e-2915-4f25-a0f9-cc5a10eb8187,655305-01,N/A,2003
9f24ff21-a441-4533-8aa2-24a5de87c558,666636,U,2023
56e53be4-cba1-4a90-8344-c1102b27ba6e,665054,63,2022
fa237f6c-1c83-4743-8eb8-77633920b767,632060,N/A,
e55d6bfc-3ce4-4cf1-81f3-063b4340dc89,655371,3,2019
53311712-d9e7-41f9-9fdc-70e667ebbf3e,650848,2,2018
6c918f49-e834-4f2f-9395-3a6d2911943f,651745,L,2018
832b3562-6eb8-4067-9399-1dc907efebc7,662092,L,2021
1838a30f-f51d-4b20-8b42-8be47bf80024,654999,L,2019
c8b3ad73-9c67-4f2a-b2cd-58882f38a92b,646838,63,2017
034aeb46-5226-49f7-b437-e0859d93f017,655315,L,2019
8600f3f3-28f2-4300-b14d-571240598afa,649311,L,2018
18d449f5-e9aa-484b-a411-4e5417e3a74b,649360,L,2018
1e949466-ca9f-4215-93eb-5c385a4ee32d,664080,L,2022
786a0643-d443-4cc6-8908-a3ab128213ce,655800,2,2019
aed96172-11d9-482c-b398-4feece4c9ea3,622415,N/A,2005
c0400324-3239-44e3-b6fe-2dd33632b1d2,666471,1,2022
aec8402b-3bf1-453e-8681-3d51806bc729,666025,L,2022
9bc818b9-55ff-4803-b8a8-47df77bd468a,672663,3,2024
a4e30df8-e35f-477b-a547-5feecc1a6640,262708,N/A,
1d04ddef-3060-4afb-bc8e-c3188a49453e,664855,L,2022
69a58a99-cc70-4f5e-82cd-173b58f48a59,656335,3,2019
31cf3b9c-2961-4dda-bb70-87f707c26f6b,660286,L,2021
95161816-7417-4838-9f24-203d78bdf23e,672767,65,2017
f73c2a99-b8f8-4479-89a9-70016becbc4c,626359,N/A,
35f25a5a-2aa2-4132-afe1-6da8e88c1e8b,643137,3,2017
556529fe-47a0-47ec-91c0-d2bf9757a7d3,671299,3,2024
6d8814f2-794b-4db8-a017-a1cc156a2f0c,654420,1,2019
dec66107-6bbf-47ab-a441-fc4500ba220f,656207,2,2019
ac1712e5-dadd-43f4-9b1c-d74524a0a67f,625604,N/A,
ea6082d2-ff9d-4c19-b507-6d0325811c28,649109,1,2018
7ed9fed5-f705-438d-9ac4-0e6880dd0fc7,666330,2,2022
71383365-36db-4670-a6a9-9489d113f65f,652661,3,2019
aa3f1799-3180-4c31-8887-5013d6ef686e,665220,1,2022
bc9f5365-4c50-4ae8-b063-d56506e90765,659289,U,2020
c9c03566-0b3f-4958-a734-c830867360ac,649909,2,2018
d0323063-540e-4e24-b7fd-31005c98010d,661581,1,2021
96ee0c5c-6f00-4ea0-81c7-5767e02eb183,672791,1,2024
c13af6da-1916-4fa7-9c13-b708b8bd2254,634563,N/A,2015
603b8fc7-e6d6-4d84-81b4-085f1491e1d0,649542,61,2018
061984a2-ae9f-49af-a47f-a2f882c6fe78,659129,2,2020
d7fca1af-0215-4856-aa15-681255b7426c,613660,N/A,
71f34af9-9a7b-4c94-aae7-57ec6db83db3,638686,2,2016
9833cf97-8620-4ed6-b669-5efa8e13a027,643057,2,2017
f3306d62-54ef-41af-98df-ed2725c24cca,651305,1,2018
816dd0b9-5757-4a74-ad9c-ad11ef64df21,626591,N/A,2001
0b61eec8-8e0b-4191-9915-8324ea042857,0b61eec8-8e0b-4191-9915-8324ea042857,N/A,
29432c01-3f10-4b5e-a1e4-2ef10fa4c6cd,649815,L,2018
cece05b7-ab48-4554-9952-af8134983d0e,644388,63,2017
55832bce-8cff-4eed-bc49-dd228c0ca970,650451,U,2018
4e3da6bd-9099-4ede-aeb0-e20910d8fb74,653137,63,2019
e1fc0cc3-ecbe-49b5-9b17-6fb5de8d3ffe,635819,3,2015
ce2a7922-4b4a-4f82-9a14-0660c4c8c74a,651194,L,2018
43c6f2b5-7ff6-4d70-9a57-879e47a331e4,636370,3,2015
726fb526-3711-4f6e-bb48-a4dc743f001a,652384,N/A,
929f673d-5874-4f37-97c2-4c1cc3e6cb33,666295,61,2022
ca50dcef-023b-44a3-87af-5730f938e52b,641624,U,2016
303604e0-e3c3-47a5-9f62-57a32b6ad8aa,656925,L,2020
50660b0a-df99-40d0-b153-f2c004e9b8f5,630811,N/A,
8f44d12d-1ed7-47e2-a23f-cd0c511ac447,618107,N/A,2004
437e001d-97f3-4d1f-979c-0c7c5afc30cd,640410,3,2016
45570771-3932-489b-b136-d697ae903677,643361,61,2017
8507e7b8-0148-41dd-8d4b-6d93e82a4f0f,654334,2,2019
735b463a-92eb-4d69-9770-7668180c67ec,669031,L,2023
3a250ef7-5209-4249-8724-0c5ee91bd999,644919,U,2017
5b644155-51ae-487b-8f2f-73451ed74380,661051,L,2021
8a526641-681c-4b8e-b99e-dbce46fc959f,8a526641-681c-4b8e-b99e-dbce46fc959f,N/A,
9cbec6e2-262f-49b5-b0eb-5f63ab16d5c2,663859,63,2022
1d1bb73d-1b76-47c3-acc5-7fba99af6dad,608222,U,2009
5e2eba02-b47f-49cf-bb49-ff5a2dac3e30,270074,N/A,
83e2f7ac-3298-46d7-b9bc-51bf78876c7e,83e2f7ac-3298-46d7-b9bc-51bf78876c7e,N/A,
eb4fb452-5ab2-4908-875f-a96b141c5367,665455,U,2022
9f6d7ef6-484f-4b50-a302-f1f184173895,626137,N/A,
e2f68986-233b-4adf-835e-9c2794b00a1a,656933,L,2020
2094cbc3-7311-4acb-9e71-2d7d84e3c1f5,654499,L,2019
467cc2e1-e355-4bc9-ab53-0a87abf373a6,467cc2e1-e355-4bc9-ab53-0a87abf373a6,N/A,
97455d02-f9b3-496e-bec9-b15fba0720cb,654418,U,2019
fa707fc2-2f63-4ce8-8c54-8db120381e03,266891,N/A,2012
5cf03a72-2c0f-4658-ab5b-0bd75194b7c6,635994,U,2015
87d63e3e-b21d-44b2-8ac8-7dd60ba0deeb,649361,L,2018
44a0f056-b81a-4928-90fb-0414fb7d45b1,650900,L,2018
a542527b-1ba9-4798-8c76-46a92d608df7,670379,2,2024
3d65d434-9b96-42da-9d16-72263cff3b25,671037-02,N/A,2015
e8ef2155-9af4-4c0e-b672-28451406c83d,658802,1,2020
f97b2334-f8d8-40f4-948e-f4ecf6061f03,654613,62,2019
dcdb8195-34ca-4d8d-9a6c-9106981afd65,646401,L,2018
770170f6-5c86-4c7f-b259-e64376e39e86,770170f6-5c86-4c7f-b259-e64376e39e86,N/A,
34061045-d553-476f-a7e7-fcd960ac0ad0,645141,N/A,2017
9002022b-c6ba-4fd1-9ddc-b1108baaccc7,652943,2,2019
4640469e-eeb1-4501-9fef-f3ee3fc1d237,650621,L,2018
86b23bc3-ad70-4555-9b1c-eb27c9247e65,623494,N/A,
db0dc87e-2862-49d3-a019-f55911a67e28,635947,3,2015
465e86fa-9b81-4faa-8875-81e178647faa,604576-01,N/A,2008
d69c9f42-f0c0-40a6-a882-af9421620905,656499,1,2019
f098db77-80af-499f-9d95-6c261cddd5d0,645139,U,2017
4d80e83f-bd42-4507-b7aa-77218d970df4,625141,N/A,
af5dd4d4-a561-4886-bd4c-89346d65f2d1,673160,3,2024
9c69cad5-38d8-4707-8d32-710f09ee0ab7,6528900,L,2019
9425f843-2522-49af-9f66-d66541fd992b,639305,L,2016
63ba28a1-2c7a-4be8-a1b8-7519611d1511,659035,63,2020
97dc2338-11b8-4bf4-bec1-47b0a272a681,669114,3,2023
a77a84bf-892b-4cba-a606-9162b7d837e2,a77a84bf-892b-4cba-a606-9162b7d837e2,N/A,
869d165e-59ac-4854-a222-ecdcbd2c5980,641911,2,2016
bb445f4f-e424-4ac0-88eb-97bfc39130a4,635422,62,2015
0e31e8cc-aa87-4999-a522-42aa3fb7bdc8,590925,L,2006
3886ee67-66ca-4e26-bba8-e296c2c0c66a,654974,2,2019
db489bd9-5a29-43b0-8cbd-4d8feffc2487,638933,L,2016
6b59e197-7de3-45b7-8137-cc760fddecfa,657532,U,2020
4747e865-3d7e-48a6-822f-e5cf04c8f7fd,647316,U,2018
f0db23d3-e84f-427c-9a28-0a9496597b0f,639499,3,2016
c6e565e4-ac80-433f-8305-f9374b51fe35,654716-01,61,2019
b4a414aa-cad1-40e7-ae37-d57a0e10f00a,648250,1,2018
9beff142-25b3-43f4-a64c-ffc447dfbf24,659976,1,2020
f0a45cb3-67ae-4181-ad01-1d36f4f2066e,f0a45cb3-67ae-4181-ad01-1d36f4f2066e,N/A,
fda49196-2139-4529-8b3b-518952d3def1,643870,1,2017
c29070a7-8c56-48f5-995a-c0b4c603cea5,14861/2022,2,2022
b83f30bf-6787-45a1-805c-3bb625285f37,662766,L,2021
182802f6-5d00-4db3-834f-6434ac3d2b82,661245,3,2021
e9d292c0-53e8-418e-82cf-d31a2e92086c,622511,N/A,1981
29805eab-08e3-4720-8e6e-479c456bad1d,650295,63,2018
ca861273-9f72-4e2b-858e-d8b5cfe68052,643664,62,2017
d7268bd8-1d17-4de5-a622-3ff7629944d8,595719,2,2007
a8d5fbf4-171b-4602-b1c4-7297564f13e4,625370,N/A,
960f6838-faef-422c-8d74-28cdecc726d1,632006,L,2014
b471650e-3650-4d75-bc79-2d1eac84b69d,644563,U,2017
eeadaf55-f444-45d5-8c1f-30148c6fae2a,544731,1,2001
be7cc387-5629-4a43-bc9f-f7cdf2783c5f,667141,L,2024
11853d76-2155-4101-8cd2-5cb0f9a491be,265341,6,
85b1ca86-9092-47dd-8899-1911fa4d70da,664484,U,2022
e62396e4-175e-4d7e-aee6-825eee34dc31,661269,1,2021
a2b0e5cd-2764-4d6e-931e-de4d35986669,a2b0e5cd-2764-4d6e-931e-de4d35986669,N/A,
9fd29554-686d-4478-a355-2d1aaec1974e,649038,3,2018
0d43c9cc-b059-4691-95f6-345fcdc1553e,665903,3,2022
126dec6b-fe31-4903-9d20-5eea92e55b24,237364,N/A,
ae12619e-b8c6-4c51-8523-f39fd5d68ab3,669472,3,2023
b1a51ef3-580f-4a46-87a7-303635d37b7c,651852,3,2018
2cfd3277-be00-4b9b-8f73-ac09180b463c,662381,1,2021
837c85f9-84d6-4c7e-8871-bc0f432453cb,653289,2,2019
6900a97d-463e-4b2d-adfb-efed279b9816,654259,U,2016
adcdd07d-1217-43f4-94de-b9d5d58ee263,633502,U,2014
13209728-c08e-4369-bf03-49449a5e1b23,649425,3,2018
e5c0756c-4a24-4171-9e7b-8eb1152e3649,670302,2,2024
d9d2a82e-e144-411e-bcbb-3ba6a8aaa36a,629583,U,2014
7dd6d82a-4f1a-4a78-99ca-714cd5c48d45,627060,N/A,
f1610cd9-6ccd-4d99-8e11-23fbe8bfcafd,655509,63,2019
940586f8-8f40-4b52-a953-eb957bcba210,647950,3,2018
7699cede-a435-41f8-bcc5-1f6f3fe59c61,667852,L,2023
6d90e9b5-1efc-4723-9176-57296892944d,668485,2,2023
723f461a-88a2-4540-83a7-a5e9fd4ca51d,639696,2,2016
3bc4a836-9141-4605-8e74-30820b26c9e7,645107,2,2017
053609ca-1554-49b8-933a-6f2a6b0a6850,631939,N/A,
